fuel type,Body type,Kms Driven,transmission,Ownership,oem,price,Seats,Max Power,Torque,Mileage,City,Engine_category,Car_Age
Petrol,Sedan,9470,Automatic,1st Owner,Maruti,425000,5,83.14,115.0,18.5,Kolkata,1000,9
Diesel,MUV,125000,Manual,1st Owner,Toyota,284000,8,100.6,200.0,12.99,Kolkata,2000,17
Petrol,Hatchback,7000,Manual,1st Owner,Maruti,430000,5,65.71,89.0,21.7,Kolkata,1000,3
Diesel,Hatchback,73000,Manual,1st Owner,Maruti,445000,5,74.0,190.0,27.39,Kolkata,1000,6
Petrol,SUV,11000,Manual,1st Owner,Maruti,1199000,5,101.65,136.8,19.89,Kolkata,1000,2
Petrol,Hatchback,30000,Manual,1st Owner,Hyundai,170000,5,78.9,111.8,20.36,Kolkata,1000,14
Diesel,SUV,35500,Manual,1st Owner,Nissan,350000,5,83.8,200.0,20.45,Kolkata,1000,11
Petrol,Hatchback,10000,Automatic,1st Owner,Maruti,525000,5,81.8,113.0,22.0,Kolkata,1000,5
Diesel,Hatchback,43000,Manual,2nd Owner,Hyundai,385000,5,73.97,190.24,24.0,Kolkata,1000,7
Cng,Hatchback,34144,Manual,1st Owner,Maruti,498000,5,58.33,78.0,32.52,Kolkata,1000,3
Petrol,Hatchback,6669,Manual,1st Owner,Hyundai,625000,5,81.86,113.8,20.7,Kolkata,1000,3
Petrol,Hatchback,22618,Manual,1st Owner,Hyundai,494000,5,81.86,113.75,18.9,Kolkata,1000,5
Cng,Hatchback,27042,Manual,1st Owner,Maruti,462000,5,58.33,78.0,32.52,Kolkata,1000,5
Petrol,SUV,38224,Manual,1st Owner,Hyundai,710000,5,121.3,151.0,13.0,Kolkata,2000,8
Petrol,Sedan,23379,Automatic,1st Owner,Honda,889000,5,117.6,145.0,18.0,Kolkata,1000,6
Diesel,Sedan,47000,Automatic,1st Owner,Mercedes-Benz,2099000,5,136.0,300.0,17.9,Kolkata,2000,6
Petrol,Hatchback,21388,Manual,1st Owner,Maruti,304000,5,47.33,69.0,22.05,Kolkata, less than 800,5
Petrol,Hatchback,23005,Manual,1st Owner,Maruti,308000,5,67.1,90.0,18.9,Kolkata,1000,9
Petrol,Sedan,7308,Automatic,1st Owner,Hyundai,1550000,5,150.19,192.0,14.62,Kolkata,2000,3
Diesel,Sedan,90000,Automatic,1st Owner,BMW,500000,5,170.0,34.7,13.2,Kolkata,2000,16
Petrol,Hatchback,60000,Manual,1st Owner,Chevrolet,150000,5,79.4,108.0,18.6,Kolkata,1000,11
Petrol,Hatchback,60000,Manual,1st Owner,Volkswagen,395000,5,74.0,110.0,16.2,Kolkata,1000,8
Petrol,SUV,36674,Automatic,1st Owner,Kia,1400000,5,138.08,242.0,16.5,Kolkata,1000,4
Petrol,Hatchback,20000,Automatic,1st Owner,Maruti,450000,5,67.05,90.0,21.79,Kolkata,1000,5
Petrol,Sedan,17153,Manual,1st Owner,Maruti,495000,5,85.8,114.0,19.0,Kolkata,1000,6
Diesel,SUV,39000,Manual,1st Owner,Mahindra,1078000,7,140.0,330.0,16.0,Kolkata,2000,6
Petrol,Hatchback,32165,Manual,1st Owner,Maruti,459999,5,67.05,90.0,21.79,Kolkata,1000,4
Petrol,Sedan,27447,Manual,1st Owner,Skoda,560000,5,103.2,153.0,15.41,Kolkata,2000,6
Petrol,Hatchback,26305,Manual,1st Owner,Maruti,259000,5,47.3,69.0,22.74,Kolkata, less than 800,9
Petrol,Hatchback,20000,Manual,1st Owner,Maruti,130000,5,46.3,62.0,19.7,Kolkata, less than 800,16
Petrol,Hatchback,17024,Manual,2nd Owner,Datsun,272000,5,53.64,72.0,22.7,Kolkata, less than 800,6
Petrol,Sedan,9243,Automatic,1st Owner,Honda,982000,5,119.35,145.0,18.3,Kolkata,1000,4
Petrol,Sedan,100000,Manual,1st Owner,Skoda,425000,5,103.2,153.0,15.41,Kolkata,2000,7
Petrol,Hatchback,19280,Manual,1st Owner,Datsun,297000,5,67.0,104.0,20.63,Kolkata,1000,7
Petrol,SUV,10000,Manual,1st Owner,Hyundai,750000,5,118.35,171.6,18.27,Kolkata,1000,5
Petrol,Sedan,9646,Manual,1st Owner,Maruti,658000,5,88.5,113.0,22.41,Kolkata,1000,3
Petrol,SUV,11344,Manual,1st Owner,Maruti,750000,5,103.25,138.0,18.55,Kolkata,1000,4
Petrol,Sedan,17899,Automatic,1st Owner,BMW,4600000,5,254.79,400.0,16.13,Kolkata,2000,3
Petrol,Hatchback,6000,Manual,0th Owner,Renault,449000,5,67.0,91.0,23.01,Kolkata,1000,3
Petrol,Hatchback,80000,Manual,1st Owner,Chevrolet,150000,5,79.4,108.0,18.6,Kolkata,1000,14
Diesel,Hatchback,50000,Manual,1st Owner,Tata,99703,5,52.8,85.0,17.88,Kolkata,1000,18
Diesel,Hatchback,35000,Manual,2nd Owner,Hyundai,450000,5,88.73,219.7,22.54,Kolkata,1000,10
Petrol,MUV,31244,Manual,2nd Owner,Maruti,565000,7,91.1,130.0,17.5,Kolkata,1000,9
Petrol,Hatchback,40000,Manual,1st Owner,Hyundai,409999,5,82.0,114.0,18.9,Kolkata,1000,7
Petrol,Hatchback,30000,Manual,2nd Owner,Chevrolet,170000,5,79.4,108.0,18.6,Kolkata,1000,12
Diesel,Sedan,60000,Manual,1st Owner,Tata,178000,5,69.0,140.0,23.03,Kolkata,1000,12
Diesel,Sedan,70000,Automatic,1st Owner,BMW,894999,5,218.0,450.0,16.73,Kolkata,3000,14
Petrol,Hatchback,65440,Manual,1st Owner,Hyundai,239000,5,55.2,74.5,21.1,Kolkata,1000,9
Petrol,Hatchback,35884,Manual,1st Owner,Tata,652000,5,86.83,113.0,19.33,Kolkata,1000,3
Petrol,Sedan,77500,Manual,1st Owner,Toyota,550000,5,138.03,173.0,14.28,Kolkata,2000,9
Petrol,Sedan,59729,Manual,1st Owner,Toyota,599000,5,138.03,173.0,14.28,Kolkata,2000,9
Petrol,Hatchback,64854,Manual,1st Owner,Maruti,199000,5,47.3,69.0,22.74,Kolkata, less than 800,10
Petrol,Sedan,29836,Manual,2nd Owner,Maruti,575000,5,81.8,113.0,22.0,Kolkata,1000,6
Diesel,Sedan,74094,Manual,1st Owner,Ford,445000,5,99.0,215.0,25.83,Kolkata,1000,7
Petrol,Hatchback,11590,Manual,1st Owner,Maruti,620000,5,88.5,113.0,22.38,Kolkata,1000,3
Petrol,Hatchback,9461,Manual,1st Owner,Honda,706000,5,88.5,110.0,17.1,Kolkata,1000,3
Diesel,Sedan,59006,Manual,3rd Owner,Renault,363000,5,84.8,200.0,21.64,Kolkata,1000,10
Diesel,MUV,10000,Manual,1st Owner,Toyota,2400000,7,148.0,343.0,12.0,Kolkata,2000,2
Diesel,Sedan,150000,Manual,2nd Owner,Maruti,492000,5,74.0,190.0,26.59,Kolkata,1000,7
Petrol,Sedan,40000,Manual,3rd Owner,Honda,360000,5,86.7,109.0,17.8,Kolkata,1000,8
Diesel,Sedan,80000,Manual,2nd Owner,Maruti,280000,5,73.9,190.0,19.3,Kolkata,1000,15
Diesel,SUV,90000,Automatic,1st Owner,Toyota,1639999,7,168.5,360.0,12.55,Kolkata,3000,8
Diesel,SUV,80000,Automatic,2nd Owner,Land Rover,950000,5,187.74,420.0,12.35,Kolkata,2000,12
Diesel,SUV,73000,Manual,2nd Owner,Toyota,1299000,7,168.5,343.0,12.55,Kolkata,3000,10
Petrol,Hatchback,150000,Manual,1st Owner,Maruti,250000,5,67.1,90.0,18.9,Kolkata,1000,14
Diesel,Sedan,33600,Automatic,1st Owner,Mercedes-Benz,3950000,5,254.8,620.0,18.0,Kolkata,3000,6
Diesel,Hatchback,60000,Manual,3rd Owner,Toyota,250000,5,88.7,140.0,23.59,Kolkata,1000,13
Petrol,Hatchback,82286,Manual,1st Owner,Honda,373000,5,88.7,110.0,18.7,Kolkata,1000,8
Petrol,SUV,59880,Manual,2nd Owner,Honda,415000,5,88.7,140.0,14.0,Kolkata,2000,14
Diesel,MUV,29841,Manual,1st Owner,Toyota,2200000,8,148.0,343.0,12.0,Kolkata,2000,3
Petrol,Hatchback,10518,Manual,1st Owner,Maruti,517000,5,65.71,89.0,25.24,Kolkata,1000,2
Petrol,Hatchback,6204,Manual,1st Owner,Maruti,455999,5,67.04,90.0,23.1,Kolkata,1000,4
Diesel,MUV,20000,Manual,1st Owner,Mahindra,1250000,8,120.96,300.0,17.3,Kolkata,1000,4
Petrol,Hatchback,23696,Manual,1st Owner,Hyundai,311000,5,82.85,113.7,18.5,Kolkata,1000,11
Diesel,MUV,112000,Manual,1st Owner,Toyota,950000,8,100.6,200.0,12.99,Kolkata,2000,8
Petrol,Hatchback,7569,Manual,1st Owner,Maruti,305000,5,47.33,69.0,22.05,Kolkata, less than 800,4
Petrol,Hatchback,18800,Automatic,1st Owner,Maruti,583000,5,81.8,113.0,21.21,Kolkata,1000,5
Petrol,Hatchback,32147,Automatic,1st Owner,Renault,250000,5,67.0,91.0,24.04,Kolkata,1000,6
Petrol,SUV,27000,Manual,1st Owner,Ford,430000,5,121.36,150.0,17.0,Kolkata,1000,8
Petrol,Hatchback,35100,Manual,1st Owner,Chevrolet,150000,5,79.4,108.0,18.6,Kolkata,1000,14
Petrol,SUV,20000,Manual,1st Owner,Tata,650000,5,118.35,170.0,17.33,Kolkata,1000,2
Petrol,Hatchback,31458,Manual,1st Owner,Hyundai,330000,5,82.0,114.0,18.9,Kolkata,1000,10
Petrol,Sedan,12000,Automatic,1st Owner,Audi,1499000,5,167.62,320.0,15.64,Kolkata,2000,9
Petrol,Sedan,10000,Manual,1st Owner,Honda,675000,5,88.76,110.0,18.6,Kolkata,1000,3
Diesel,SUV,32000,Automatic,1st Owner,Maruti,775000,5,88.5,200.0,24.3,Kolkata,1000,6
Diesel,Hatchback,37659,Manual,1st Owner,Maruti,280000,5,74.0,190.0,22.9,Kolkata,1000,12
Petrol,Sedan,31479,Automatic,1st Owner,Maruti,588000,5,88.5,113.0,22.61,Kolkata,1000,4
Petrol,Hatchback,10998,Manual,1st Owner,Maruti,329000,5,47.33,69.0,22.05,Kolkata, less than 800,5
Petrol,Hatchback,10000,Automatic,1st Owner,Renault,459999,5,67.0,91.0,22.0,Kolkata,1000,3
Cng,Hatchback,27370,Manual,1st Owner,Maruti,479000,5,58.33,78.0,32.52,Kolkata,1000,3
Petrol,Hatchback,39714,Manual,1st Owner,Maruti,380000,5,81.8,113.0,20.4,Kolkata,1000,8
Petrol,Hatchback,34000,Manual,1st Owner,Hyundai,235000,5,55.2,74.5,21.1,Kolkata,1000,9
Petrol,Hatchback,41469,Manual,2nd Owner,Hyundai,309000,5,78.9,111.8,20.36,Kolkata,1000,9
Petrol,Hatchback,6033,Manual,1st Owner,Maruti,670000,5,83.1,115.0,21.4,Kolkata,1000,5
Petrol,Hatchback,28036,Manual,1st Owner,Maruti,269000,5,47.3,69.0,24.7,Kolkata, less than 800,7
Petrol,Hatchback,19631,Manual,1st Owner,Maruti,248000,5,47.3,69.0,22.74,Kolkata, less than 800,10
Diesel,SUV,70000,Manual,1st Owner,Mahindra,300000,6,77.0,190.0,25.32,Kolkata,1000,8
Petrol,Sedan,50000,Manual,1st Owner,Honda,459999,5,117.3,145.0,17.8,Kolkata,1000,9
Diesel,SUV,33197,Manual,1st Owner,Mahindra,1075000,7,152.87,360.0,15.1,Kolkata,2000,4
Petrol,Hatchback,29000,Manual,1st Owner,Maruti,570000,5,83.1,115.0,21.4,Kolkata,1000,6
Petrol,SUV,60000,Automatic,1st Owner,Tata,975000,5,118.36,170.0,16.35,Kolkata,1000,3
Petrol,Hatchback,48000,Manual,1st Owner,Maruti,330000,5,67.04,90.0,20.51,Kolkata,1000,6
Petrol,Hatchback,10000,Manual,1st Owner,Hyundai,220000,5,55.2,74.5,21.1,Kolkata,1000,11
Petrol,Hatchback,41000,Manual,1st Owner,Maruti,495000,5,81.8,113.0,22.0,Kolkata,1000,6
Diesel,SUV,79955,Manual,2nd Owner,Mahindra,890000,9,120.0,280.0,15.4,Kolkata,2000,7
Diesel,Sedan,25910,Automatic,1st Owner,Mercedes-Benz,3500000,5,170.0,400.0,19.27,Kolkata,2000,4
Petrol,Hatchback,44446,Manual,2nd Owner,Hyundai,279000,5,55.2,74.5,21.1,Kolkata,1000,6
Diesel,Hatchback,30658,Manual,1st Owner,Tata,424000,5,69.0,140.0,27.28,Kolkata,1000,6
Petrol,Sedan,44000,Manual,1st Owner,Honda,595000,5,117.3,145.0,17.8,Kolkata,1000,7
Petrol,Hatchback,55073,Manual,1st Owner,Tata,352000,5,84.0,114.0,23.84,Kolkata,1000,7
Petrol,Sedan,43886,Automatic,1st Owner,Toyota,480999,5,138.1,173.0,14.53,Kolkata,2000,12
Diesel,MUV,20000,Manual,1st Owner,Mahindra,1090000,8,120.96,300.0,17.3,Kolkata,1000,2
Petrol,Sedan,118569,Manual,2nd Owner,Honda,463999,5,117.3,145.0,17.8,Kolkata,1000,8
Diesel,Sedan,30000,Manual,1st Owner,Volkswagen,340000,5,103.2,250.0,20.34,Kolkata,1000,10
Petrol,Hatchback,18060,Manual,1st Owner,Maruti,352000,5,47.3,69.0,24.7,Kolkata, less than 800,5
Petrol,Sedan,94042,Manual,1st Owner,Honda,319000,5,86.7,109.0,18.0,Kolkata,1000,10
Diesel,SUV,90438,Manual,1st Owner,Mahindra,1075000,8,120.0,280.0,15.4,Kolkata,2000,7
Petrol,Hatchback,120000,Manual,2nd Owner,Maruti,140000,5,67.1,90.0,18.9,Kolkata,1000,15
Petrol,Hatchback,80000,Manual,1st Owner,Hyundai,125000,5,62.1,96.1,17.92,Kolkata,1000,15
Diesel,SUV,50000,Manual,1st Owner,Jeep,1200000,5,170.63,350.0,17.1,Kolkata,2000,6
Petrol,Hatchback,60000,Manual,3rd Owner,Maruti,160000,5,85.8,114.0,18.5,Kolkata,1000,14
Petrol,Hatchback,70000,Manual,2nd Owner,Maruti,120000,5,88.7,140.0,19.5,Kolkata,1000,14
Petrol,SUV,30000,Automatic,2nd Owner,MG,1499000,5,141.0,250.0,13.96,Kolkata,1000,4
Petrol,SUV,975000,Manual,1st Owner,Kia,975000,5,118.36,172.0,18.2,Kolkata,1000,3
Diesel,SUV,55000,Manual,1st Owner,Hyundai,999000,5,126.2,259.9,19.67,Kolkata,2000,6
Diesel,Sedan,30000,Automatic,1st Owner,Mercedes-Benz,2500000,5,170.0,400.0,19.27,Kolkata,2000,7
Petrol,Hatchback,104900,Manual,1st Owner,Hyundai,196000,5,78.9,111.7,20.36,Kolkata,1000,14
Petrol,Sedan,24092,Manual,2nd Owner,Toyota,683000,5,105.5,140.0,17.1,Kolkata,1000,6
Diesel,Sedan,90000,Manual,2nd Owner,Maruti,500000,5,74.0,190.0,26.59,Kolkata,1000,7
Petrol,Hatchback,28519,Manual,1st Owner,Tata,649000,5,86.83,113.0,19.33,Kolkata,1000,4
Petrol,Hatchback,88785,Manual,1st Owner,Honda,386000,5,88.7,110.0,18.7,Kolkata,1000,8
Petrol,Hatchback,90000,Manual,2nd Owner,Volkswagen,300000,5,74.0,110.0,16.2,Kolkata,1000,9
Diesel,MUV,79755,Manual,1st Owner,Tata,888000,7,153.86,400.0,17.6,Kolkata,2000,5
Petrol,Hatchback,80000,Manual,2nd Owner,Hyundai,560000,5,81.83,114.7,18.6,Kolkata,1000,7
Petrol,Hatchback,68832,Manual,2nd Owner,Mahindra,436000,5,82.0,115.0,18.15,Kolkata,1000,7
Diesel,SUV,70857,Manual,2nd Owner,Jeep,1032000,5,170.0,350.0,16.3,Kolkata,2000,7
Petrol,Sedan,50000,Manual,3rd Owner,Honda,270000,5,118.0,146.0,17.0,Kolkata,1000,14
Diesel,Sedan,80000,Manual,1st Owner,Maruti,475000,5,88.5,200.0,26.21,Kolkata,1000,9
Diesel,Hatchback,110000,Manual,2nd Owner,Maruti,140000,5,73.9,190.0,21.1,Kolkata,1000,14
Petrol,Hatchback,60000,Manual,1st Owner,Maruti,320000,5,67.04,90.0,20.51,Kolkata,1000,11
Petrol,Hatchback,70000,Manual,2nd Owner,Hyundai,340000,5,82.0,114.0,18.9,Kolkata,1000,10
Petrol,Sedan,100000,Manual,2nd Owner,Maruti,250000,5,85.8,114.0,17.5,Kolkata,1000,13
Petrol,Sedan,38000,Manual,1st Owner,Hyundai,325000,5,82.0,114.0,19.1,Kolkata,1000,10
Petrol,Hatchback,60000,Manual,5th Owner,Hyundai,260000,5,82.85,113.7,18.5,Kolkata,1000,11
Diesel,MUV,55000,Manual,2nd Owner,Toyota,799000,8,100.6,200.0,12.99,Kolkata,2000,10
Petrol,Sedan,60000,Manual,1st Owner,Hyundai,400000,5,82.0,114.0,19.1,Kolkata,1000,9
Petrol,SUV,4034,Manual,1st Owner,Hyundai,956000,5,118.35,172.0,18.27,Kolkata,1000,2
Diesel,Hatchback,28614,Manual,2nd Owner,Chevrolet,210000,5,56.3,142.5,25.44,Kolkata,1000,10
Petrol,Hatchback,60000,Manual,1st Owner,Maruti,240000,5,67.1,90.0,18.9,Kolkata,1000,14
Petrol,Hatchback,34895,Manual,1st Owner,Maruti,239000,5,47.3,69.0,22.74,Kolkata, less than 800,9
Petrol,Hatchback,5891,Automatic,1st Owner,Maruti,861000,5,81.8,113.0,19.56,Kolkata,1000,3
Petrol,Sedan,28204,Automatic,2nd Owner,Mercedes-Benz,3500000,5,184.0,300.0,12.0,Kolkata,2000,7
Petrol,Hatchback,17776,Automatic,2nd Owner,Maruti,598000,5,81.8,113.0,20.89,Kolkata,1000,4
Diesel,Sedan,66000,Manual,1st Owner,Honda,750000,5,98.6,200.0,26.0,Kolkata,1000,7
Petrol,Hatchback,10667,Automatic,1st Owner,Maruti,559000,5,81.8,113.0,20.52,Kolkata,1000,4
Diesel,SUV,27218,Manual,1st Owner,Kia,1035000,5,98.63,240.0,18.4,Kolkata,1000,3
Petrol,Coupe,170,Automatic,1st Owner,BMW,5895000,5,254.79,400.0,15.39,Kolkata,2000,1
Petrol,Hatchback,28000,Manual,1st Owner,Ford,259000,5,86.8,112.0,18.16,Kolkata,1000,9
Petrol,Coupe,12300,Automatic,2nd Owner,Audi,5950000,5,348.66,500.0,18.9,Kolkata,3000,3
Petrol,SUV,10372,Automatic,2nd Owner,Kia,1300000,5,113.43,144.0,18.9,Kolkata,1000,4
Petrol,Hatchback,6000,Manual,1st Owner,Maruti,650000,5,83.1,115.0,21.4,Kolkata,1000,5
Petrol,SUV,30022,Automatic,1st Owner,Jeep,1099000,5,160.77,250.0,14.1,Kolkata,1000,6
Petrol,SUV,47000,Automatic,1st Owner,Jeep,999000,5,160.0,250.0,16.0,Kolkata,1000,6
Diesel,SUV,50247,Automatic,2nd Owner,Land Rover,5400000,5,246.74,430.0,18.9,Kolkata,2000,3
Petrol,Hatchback,2704,Manual,1st Owner,Maruti,553000,5,65.71,89.0,21.7,Kolkata,1000,2
Petrol,Hatchback,14425,Manual,1st Owner,Maruti,632000,5,65.71,89.0,24.97,Kolkata,1000,2
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,330000,5,81.8,113.0,20.89,Kolkata,1000,6
Petrol,Sedan,32488,Automatic,2nd Owner,Volkswagen,690000,5,103.5,175.0,18.19,Kolkata,1000,7
Petrol,Hatchback,73949,Manual,2nd Owner,Honda,219000,5,86.8,109.0,19.4,Kolkata,1000,12
Petrol,Hatchback,40000,Automatic,1st Owner,Maruti,350000,5,67.04,90.0,23.1,Kolkata,1000,6
Petrol,Hatchback,55920,Manual,2nd Owner,Hyundai,338000,5,82.0,114.0,18.9,Kolkata,1000,10
Petrol,SUV,30000,Manual,1st Owner,Ford,500000,5,121.36,150.0,17.0,Kolkata,1000,7
Petrol,Hatchback,33805,Manual,1st Owner,Maruti,408000,5,88.5,113.0,22.38,Kolkata,1000,10
Petrol,Sedan,73781,Manual,1st Owner,Hyundai,289000,5,82.0,114.0,19.1,Kolkata,1000,10
Petrol,Hatchback,50000,Manual,2nd Owner,Maruti,229999,5,47.3,69.0,22.74,Kolkata, less than 800,9
Petrol,Hatchback,65000,Manual,1st Owner,Hyundai,395000,5,81.83,114.7,18.6,Kolkata,1000,10
Petrol,Hatchback,48072,Manual,2nd Owner,Hyundai,220000,5,80.0,11.4,18.5,Kolkata,1000,13
Petrol,SUV,75420,Automatic,1st Owner,Kia,1200000,5,138.08,242.0,16.5,Kolkata,1000,4
Diesel,Sedan,16100,Automatic,2nd Owner,Mercedes-Benz,3050000,5,194.0,400.0,12.6,Kolkata,2000,5
Diesel,SUV,40722,Manual,1st Owner,Maruti,725000,5,88.5,200.0,24.3,Kolkata,1000,6
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,430000,5,81.8,113.0,21.21,Kolkata,1000,9
Petrol,Hatchback,50000,Manual,1st Owner,Maruti,200000,5,88.2,11.5,16.1,Kolkata,1000,16
Petrol,Hatchback,50000,Manual,2nd Owner,Maruti,120000,5,88.7,140.0,19.5,Kolkata,1000,15
Petrol,Sedan,40000,Manual,3rd Owner,Volkswagen,470000,5,74.0,110.0,17.0,Kolkata,1000,7
Petrol,Hatchback,3188,Manual,1st Owner,Maruti,296000,5,47.33,69.0,22.05,Kolkata, less than 800,7
Petrol,Hatchback,34233,Manual,1st Owner,Hyundai,527000,5,81.86,117.0,18.6,Kolkata,1000,5
Petrol,Hatchback,50000,Manual,2nd Owner,Hyundai,140000,5,62.0,96.1,18.9,Kolkata,1000,14
Petrol,Sedan,51767,Automatic,1st Owner,Honda,591000,5,117.3,145.0,18.0,Kolkata,1000,8
Petrol,Hatchback,40965,Manual,1st Owner,Hyundai,480000,5,81.83,114.7,18.6,Kolkata,1000,6
Petrol,Sedan,70000,Manual,2nd Owner,Hyundai,250000,5,121.3,154.9,17.01,Kolkata,2000,13
Petrol,SUV,8176,Manual,2nd Owner,Tata,822000,5,118.35,170.0,17.33,Kolkata,1000,2
Petrol,Hatchback,10000,Manual,1st Owner,Renault,509999,5,67.0,91.0,21.74,Kolkata,1000,2
Petrol,Sedan,13327,Manual,2nd Owner,Toyota,681000,5,105.5,140.0,17.1,Kolkata,1000,6
Petrol,SUV,57167,Automatic,2nd Owner,Ford,735000,5,121.36,150.0,14.8,Kolkata,1000,5
Petrol,Sedan,35100,Manual,1st Owner,Volkswagen,590000,5,103.2,153.0,16.09,Kolkata,2000,6
Petrol,Hatchback,120000,Manual,1st Owner,Hyundai,170000,5,78.9,111.8,20.36,Kolkata,1000,14
Petrol,Hatchback,60000,Manual,2nd Owner,Hyundai,130000,5,62.0,96.1,18.9,Kolkata,1000,14
Petrol,Sedan,60000,Manual,1st Owner,Chevrolet,170000,5,94.0,12.9,14.4,Kolkata,1000,16
Diesel,Sedan,30000,Automatic,1st Owner,Mercedes-Benz,3979999,5,194.0,400.0,12.6,Kolkata,2000,4
Diesel,SUV,14000,Manual,0th Owner,Mahindra,2220000,7,182.38,420.0,18.9,Kolkata,2000,2
Petrol,Hatchback,10000,Manual,1st Owner,Maruti,450000,5,67.04,90.0,20.51,Kolkata,1000,6
Diesel,SUV,19500,Automatic,2nd Owner,Volvo,4700000,5,235.0,480.0,11.2,Kolkata,2000,4
Diesel,Sedan,55000,Manual,1st Owner,Maruti,450000,5,88.5,200.0,26.21,Kolkata,1000,9
Petrol,Sedan,50000,Manual,1st Owner,Hyundai,190000,5,93.7,124.6,16.36,Kolkata,1000,13
Diesel,Sedan,46980,Manual,2nd Owner,Hyundai,494000,5,126.2,259.9,23.9,Kolkata,2000,9
Petrol,Hatchback,40535,Manual,1st Owner,Maruti,535000,5,88.5,113.0,22.38,Kolkata,1000,5
Petrol,Hatchback,60020,Manual,1st Owner,Hyundai,155000,5,62.1,96.1,17.92,Kolkata,1000,14
Petrol,Hatchback,787,Automatic,1st Owner,Renault,557000,5,67.06,91.0,22.3,Kolkata,1000,2
Cng,Hatchback,5870,Manual,1st Owner,Maruti,674000,5,55.92,82.1,34.05,Kolkata,1000,2
Diesel,Hatchback,50000,Manual,1st Owner,Renault,180000,5,63.1,160.0,23.08,Kolkata,1000,11
Petrol,Hatchback,50714,Automatic,1st Owner,Maruti,318000,5,65.71,89.0,26.68,Kolkata,1000,10
Petrol,Sedan,40000,Manual,1st Owner,Hyundai,500000,5,81.86,113.75,20.14,Kolkata,1000,5
Petrol,Hatchback,4187,Manual,1st Owner,Maruti,403000,5,47.33,69.0,22.05,Kolkata, less than 800,4
Petrol,SUV,10164,Automatic,1st Owner,MG,1513000,5,141.0,250.0,13.96,Kolkata,1000,4
Petrol,Sedan,13269,Manual,1st Owner,Hyundai,1030000,5,113.18,143.8,17.7,Kolkata,1000,2
Diesel,SUV,90000,Manual,1st Owner,Mahindra,1530000,7,136.78,319.0,15.4,Kolkata,2000,4
Petrol,Sedan,16000,Manual,1st Owner,Hyundai,1050000,5,113.18,143.8,17.7,Kolkata,1000,3
Petrol,Sedan,60000,Manual,1st Owner,Honda,810000,5,117.6,145.0,17.4,Kolkata,1000,3
Petrol,Sedan,47114,Manual,2nd Owner,Honda,235000,5,118.0,146.0,17.0,Kolkata,1000,14
Petrol,Sedan,50000,Manual,2nd Owner,Honda,438999,5,117.3,145.0,17.4,Kolkata,1000,10
Petrol,Sedan,50000,Manual,2nd Owner,Honda,438999,5,117.3,145.0,17.4,Kolkata,1000,10
Petrol,Hatchback,50000,Manual,2nd Owner,Ford,200000,5,70.0,102.0,15.6,Kolkata,1000,13
Petrol,Hatchback,20000,Manual,1st Owner,Chevrolet,210000,5,62.1,90.3,16.2,Kolkata,1000,12
Petrol,Hatchback,41424,Manual,2nd Owner,Honda,225000,5,86.8,109.0,19.4,Kolkata,1000,11
Petrol,Hatchback,23829,Manual,2nd Owner,Maruti,378000,5,47.33,69.0,22.05,Kolkata, less than 800,4
Petrol,Sedan,44199,Manual,1st Owner,Honda,684000,5,117.6,145.0,17.4,Kolkata,1000,5
Petrol,Sedan,40000,Manual,1st Owner,Hyundai,800000,5,121.3,151.0,17.0,Kolkata,2000,6
Petrol,SUV,55625,Manual,1st Owner,Ford,419000,5,123.37,170.0,18.88,Kolkata,1000,9
Petrol,Hatchback,29230,Manual,1st Owner,Maruti,309000,5,67.04,90.0,20.51,Kolkata,1000,9
Petrol,Sedan,30000,Manual,1st Owner,Maruti,525000,5,81.8,113.0,22.0,Kolkata,1000,7
Petrol,Hatchback,25152,Manual,1st Owner,Volkswagen,509999,5,75.1,95.0,17.74,Kolkata,1000,5
Diesel,Sedan,52224,Automatic,1st Owner,Audi,2000000,5,143.0,320.0,20.38,Kolkata,2000,4
Petrol,Sedan,62665,Manual,1st Owner,Maruti,289000,5,88.5,113.0,22.41,Kolkata,1000,12
Petrol,Hatchback,76800,Manual,1st Owner,Maruti,273000,5,67.04,90.0,20.51,Kolkata,1000,10
Petrol,SUV,80000,Manual,1st Owner,Honda,600000,5,88.7,110.0,17.5,Kolkata,1000,7
Petrol,SUV,37833,Manual,2nd Owner,Ford,509999,5,120.69,149.0,15.9,Kolkata,1000,8
Petrol,Hatchback,40000,Manual,1st Owner,Maruti,300000,5,47.3,69.0,22.74,Kolkata, less than 800,9
Diesel,SUV,72000,Automatic,2nd Owner,Land Rover,969999,5,187.74,420.0,12.35,Kolkata,2000,12
Petrol,Sedan,30000,Automatic,1st Owner,Hyundai,1400000,5,149.92,192.2,14.62,Kolkata,2000,6
Diesel,Sedan,80000,Manual,2nd Owner,Hyundai,300000,5,71.01,180.4,24.4,Kolkata,1000,10
Petrol,Sedan,30000,Automatic,1st Owner,Hyundai,1500000,5,149.92,192.2,14.62,Kolkata,2000,6
Petrol,Hatchback,90000,Manual,2nd Owner,Volkswagen,290000,5,74.0,110.0,16.47,Kolkata,1000,10
Diesel,MUV,113000,Manual,1st Owner,Toyota,750000,7,100.6,200.0,12.99,Kolkata,2000,10
