fuel type,Body type,Kms Driven,transmission,Ownership,oem,price,Seats,Max Power,Torque,Mileage,City,Engine_category,Car_Age
1,8,1.5159467146235164,1,1,20,-0.20211238960594002,5,-0.372008342671944,0.3069681764928336,2.513580893006562,1,1,7
1,8,1.2651280655233157,1,1,31,-0.3655952782374773,5,0.1921590042502932,0.8460987429259902,0.7034458818903925,1,1,8
4,8,0.3911536338704047,1,2,9,-0.5944713223216295,5,-0.554269165484794,-0.6203363977721957,-0.0291937431621605,1,1,8
4,8,1.695813007873501,1,2,8,-0.3512905254822178,5,0.4355473030219142,-0.2860754465836386,-0.4012373027591605,1,1,8
4,7,-0.374794504534325,1,1,8,0.308771637367614,5,-0.3664003173546255,-0.6634668430868482,-0.4870935088200068,1,1,6
4,2,-0.362485838965647,1,1,9,-0.20415592571383423,5,-0.558194783206917,-0.6224929200379283,0.4287060224956847,1,1,3
4,2,1.8285749848125836,1,1,9,-0.40850953650325583,5,-0.5590359870045147,-0.6127885698421315,-0.1722874199302373,1,1,8
1,8,1.2525531067091615,0,3,31,-0.20211238960594002,5,0.0401815181509628,0.8460987429259902,0.5746615727991236,1,1,9
4,8,1.8435761709744096,1,1,20,-0.48003534381566126,5,-0.372008342671944,-0.6311190091008588,0.9180863970425076,1,1,7
4,8,-1.1440861025767006,0,1,1,2.099931035936894,5,2.1249649298641,1.9243598757923035,-1.1052581924580989,1,2,7
4,2,0.2141869781822721,1,2,9,-0.5985604380735258,5,-0.554269165484794,-0.6203363977721957,-0.0864312138693921,1,1,8
4,2,0.7046991363494453,1,2,20,-0.5045577771103918,5,-0.5234250262395427,-0.6095537864435325,0.629037169970992,1,1,8
4,8,-0.3728120992624466,1,1,20,-0.13058862582964245,5,-0.5598771908021126,-0.6311190091008588,0.5746615727991236,1,1,6
4,8,0.3057326783493148,0,1,21,2.099931035936894,4,2.1249649298641,2.166968630687224,-2.511869035088292,1,5,6
4,2,0.2396919534712154,1,1,8,-0.3451599171585351,5,-0.3664003173546255,-0.6634668430868482,-0.1436686845766226,1,1,8
4,2,0.0986157096455983,1,2,8,-0.4473367225532459,5,-0.3664003173546255,-0.6634668430868482,-0.1436686845766226,1,1,8
1,8,-0.226853812603099,0,3,21,1.9436005236829867,5,2.1249649298641,-1.310423522806636,-1.7749365997326982,1,3,15
1,8,-1.0257335490317196,0,1,1,2.099931035936894,5,2.1249649298641,2.166968630687224,-0.3096573496275913,1,2,6
1,8,-1.203262379349191,0,1,1,2.099931035936894,5,2.1249649298641,2.166968630687224,-0.7847283564976064,1,3,6
4,2,1.340074820055675,0,1,20,-0.6721256944216096,5,-0.9737494592202148,-0.8791190696601109,1.115555670982454,1,1,7
1,8,0.1548331725794642,1,1,30,0.05332962388083697,5,-0.408460507234514,0.3608812331361493,0.6376227905770769,1,1,11
4,2,0.2192169617079337,1,2,20,-0.7232140971189651,5,-0.9737494592202148,-0.8791190696601109,0.3743304253238161,1,1,9
4,2,0.5387688562793821,1,1,20,-0.4412061142295633,5,-0.5234250262395427,-0.6095537864435325,0.629037169970992,1,1,8
4,2,1.2203316240065405,1,1,9,-0.41259660871904424,5,-0.5590359870045147,-0.6127885698421315,-0.1722874199302373,1,1,9
4,2,-0.374794504534325,1,1,20,-0.7232140971189651,5,-0.9737494592202148,-0.8791190696601109,1.115555670982454,1,1,9
1,8,0.5450711297556523,0,1,9,0.3251199262307677,5,0.6851044296425859,0.952846595079755,-0.0349174902328845,1,2,7
4,2,-0.0935592491730643,1,2,9,-0.4657285475242939,5,-0.558194783206917,-0.6230320506043615,-0.0864312138693921,1,1,7
1,8,-0.9961454106454743,0,1,0,2.099931035936894,5,1.1561785562973363,1.6008815359324091,0.3371260693641154,1,2,5
4,8,1.1511545564594992,1,1,20,-0.4943380530348129,5,-0.372008342671944,-0.6311190091008588,0.9180863970425076,1,1,8
1,7,-0.8186165803280032,0,1,13,1.7903353155909205,5,0.3270320131318022,0.8460987429259902,-0.0864312138693921,1,1,5
4,2,0.1790954460561852,1,2,9,-0.4514237947690344,5,-0.554269165484794,-0.6203363977721957,-0.0864312138693921,1,1,8
4,2,-1.27986606963118,1,1,20,-0.6414746963393043,5,-1.5264203542419492,-1.1055539075620366,0.8150589497694926,1,0,3
4,7,-1.3807912096666624,0,1,31,1.5144579410252013,5,0.3424540827544279,0.0697507272622447,-0.2266630171021069,1,1,2
4,7,-1.08490982580421,0,1,28,2.099931035936894,5,1.2826395272028674,0.8460987429259902,-0.097878708010838,1,1,2
4,7,-0.6886654765356143,1,1,8,-0.2532007923032954,5,-0.3664003173546255,-0.6634668430868482,-0.4870935088200068,1,1,7
4,2,-1.114497964190455,1,1,9,-0.12037094529017138,5,-0.558194783206917,-0.6224929200379283,0.4287060224956847,1,1,2
4,7,-1.4103793480529074,1,1,13,1.228362885920011,5,0.4652698372037021,0.0050550592902659,-0.2867623613446994,1,1,2
4,7,-1.114497964190455,0,1,16,1.6370701074988543,5,0.1885137877940359,-0.2968580579123017,-1.2540756162968985,1,1,2
4,2,-0.3156182277618346,0,1,30,0.08398266549925021,5,-0.5598771908021126,-0.6311190091008588,0.1024524394644693,1,1,5
4,2,0.0788804213419727,1,2,20,-0.9786561106057421,5,-0.973469057954349,-0.8791190696601109,1.3588149214881842,1,1,10
1,2,0.6920945893969047,1,1,9,-0.7845201803557915,5,-0.7794313819751303,0.2017298899250815,1.373124289164992,1,1,10
4,8,-0.1735951635078576,1,2,8,-0.6619080138821386,5,0.7916569106716365,0.0050550592902659,-1.6318429229646214,1,2,14
4,2,-0.7358585572616754,1,2,9,-0.4514237947690344,5,-0.554269165484794,-0.6203363977721957,-0.0864312138693921,1,1,8
4,2,0.3569497458959052,1,1,9,-0.48616390860323605,5,-0.554269165484794,-0.6203363977721957,-0.0864312138693921,1,1,8
4,8,-0.1085012590581181,1,2,8,-0.2532007923032954,5,0.4355473030219142,-0.2860754465836386,-0.4012373027591605,1,1,8
4,2,1.556334523520741,1,2,24,-0.8621745524557718,5,-0.9737494592202148,-0.728162511058827,0.0824193247169385,1,1,8
4,7,-0.7663343397995079,1,1,17,-0.49842512525060134,6,-0.554269165484794,-0.6095537864435325,-0.3010717290215073,1,1,6
4,7,-0.3547633348468371,1,2,8,-0.22254775068488217,5,-0.3664003173546255,-0.6634668430868482,-0.4870935088200068,1,1,6
4,2,0.2659662203582012,1,1,20,-0.6128631472926774,5,-1.0110428275803829,-0.889901680988774,1.727996607549822,1,1,7
1,8,-0.9073809954867388,1,1,8,-0.04884718151387382,5,-0.0879618603497641,0.3069681764928336,1.5734554366402993,1,1,5
4,2,-0.6113812590707418,1,1,27,-0.5188604863295435,5,-0.9748710642836784,-0.8683364583314477,0.7263408701732843,1,1,3
4,2,0.8168381808333146,1,2,9,-0.9766125744978479,5,-0.64119355790323,-0.6451364038281209,0.3314023222933925,1,1,13
1,7,0.069027571259353,1,2,9,0.3905130816833826,5,0.6851044296425859,0.952846595079755,0.1339330483534471,1,2,7
4,8,-0.4635589196930607,1,1,8,0.10237449047029815,5,0.4439593409978918,-0.2860754465836386,-0.5157122441736226,1,1,7
1,7,-1.114497964190455,1,1,9,2.099931035936894,5,0.327592815663534,0.8460987429259902,-0.0864312138693921,1,1,2
1,4,-0.8186165803280032,0,1,13,2.099931035936894,7,0.3545113371866624,0.8460987429259902,-0.0864312138693921,1,1,2
1,8,-0.9665572722592292,0,1,21,2.099931035936894,5,2.1249649298641,2.166968630687224,-0.8877558037706216,1,2,7
1,7,0.6607903389842573,1,3,17,-0.09993558421122922,7,1.0720581765375596,1.7087076492190407,-1.1739431573067758,1,2,10
4,8,0.069027571259353,1,2,9,-0.334942236619064,5,0.5477078093682833,-0.1793275944298735,-0.6015684502344679,1,2,9
1,7,-1.114497964190455,1,1,29,2.099931035936894,5,1.847928479188568,1.9243598757923035,-0.8162089653865832,1,2,2
4,7,-1.114497964190455,0,1,16,2.099931035936894,5,1.1000983031241518,0.8460987429259902,-0.0864312138693921,1,1,2
4,7,-1.114497964190455,0,1,16,2.099931035936894,5,1.1000983031241518,0.8460987429259902,-0.0864312138693921,1,1,2
1,7,-0.0778183595515818,1,2,9,1.4224988161699617,5,0.327592815663534,0.8460987429259902,-0.0864312138693921,1,1,4
4,2,0.23492826319103,1,1,9,-0.608776075076889,5,-0.9468309376970864,-0.7820755677021427,0.3142310810812236,1,1,6
0,4,0.3649089551218052,1,1,20,0.7174788589464571,7,-0.2968608034198765,-0.5340755071428906,-0.0864312138693921,1,1,3
4,2,0.5062514921928986,1,1,9,-0.2409395756559301,5,-0.5590359870045147,-0.6127885698421315,-0.1722874199302373,1,1,8
4,8,1.32332793372906,1,2,30,-0.6905175193926576,5,-0.3655591135570277,-0.4262493938562593,-0.458474773466391,1,1,12
1,8,0.9628852319078208,1,1,28,-0.5086428057900724,5,0.0513975687855995,0.8460987429259902,0.5546284580515927,1,1,9
4,8,0.1392402236499129,1,1,20,-0.533165239084803,5,-0.372008342671944,-0.6311190091008588,0.9180863970425076,1,1,10
1,8,0.6607903389842573,1,1,29,-0.590386293641949,5,-0.7785901781775325,0.1991420632062023,1.0726275679520303,1,1,9
4,2,-0.9600774699526416,0,2,20,-0.48003534381566126,5,-1.0110428275803829,-0.889901680988774,1.9454989962372995,1,1,6
1,2,0.1994816734043082,1,3,20,-0.49229451692691867,5,-0.7785901781775325,0.1991420632062023,1.716549113408376,1,1,10
1,7,-0.1676775358306086,1,1,29,0.2372478735913164,5,0.188794189059902,0.9539248562126216,0.6576559053246078,1,1,6
4,8,-0.8186165803280032,0,2,20,0.21681251251237424,5,0.0415835244802924,-0.3615537258842805,0.3085073340105007,1,1,6
1,8,-1.292026794507927,0,1,21,2.099931035936894,5,2.1249649298641,2.166968630687224,-1.6318429229646214,1,3,4
1,7,-0.2690464979418847,1,1,9,0.35986004006496936,5,-0.3647179097594299,0.5226204030660963,1.2872680831041456,1,1,5
4,8,0.4070128760454321,0,1,8,-0.48820948824723814,5,0.4551753916325288,-0.2752928352549755,-0.6874246562953141,1,1,12
1,8,-0.8186165803280032,0,1,21,2.099931035936894,5,2.1249649298641,2.166968630687224,-0.8877558037706216,1,2,4
4,2,0.5275845399693814,1,1,20,-0.8151732219742048,5,-0.9720670516250196,-0.8791190696601109,-0.0864312138693921,1,1,11
4,8,1.1331057920438896,1,1,8,-0.24298311176382434,5,0.4355473030219142,-0.2860754465836386,-0.4012373027591605,1,1,7
4,2,-0.3270688373173115,1,1,20,-0.6925630990366597,5,-0.9737494592202148,-0.8791190696601109,0.3743304253238161,1,1,9
4,7,-0.8186165803280032,1,1,8,-0.04884718151387382,5,-0.3664003173546255,-0.6634668430868482,-0.4870935088200068,1,1,7
4,8,-1.1523116050480766,1,1,8,-0.5781230334584757,5,-0.4224805705278101,-0.6742494544155113,-0.3439998320519299,1,1,9
4,7,-1.54077427392109,0,1,13,2.099931035936894,5,1.0182211334913027,0.7598378522966851,-0.7732808623561604,1,1,1
1,7,-0.5227351964655511,0,1,0,2.099931035936894,5,2.034675722255274,2.166968630687224,-0.9936451245789988,1,2,7
4,2,-1.0886083431024909,1,1,20,-0.5025121974663898,5,-1.0110428275803829,-0.889901680988774,1.727996607549822,1,1,3
4,2,-0.3323059378116769,1,2,27,-0.8989582023978676,5,-1.3590207985199931,-1.0732060735760471,1.7079634928022922,1,0,6
4,8,2.0713160721333392,0,1,8,-0.22254775068488217,5,0.4355473030219142,-0.2860754465836386,-0.3439998320519299,1,1,8
4,7,-1.3271183266340134,1,1,9,0.18820300700185522,5,-0.558194783206917,-0.6229242244910748,-0.4813697617492838,1,1,3
1,7,-0.936969133872984,1,1,29,2.099931035936894,7,1.847928479188568,1.9243598757923035,-0.8763083096291756,1,2,2
4,2,-0.3496149987676304,1,1,9,-0.9418724606636462,5,-0.64119355790323,-0.6451364038281209,0.3314023222933925,1,1,13
4,7,-0.6307614897137324,1,1,9,0.3905130816833826,5,0.464989435937836,0.0007420147588006,-0.3439998320519299,1,1,3
4,2,-0.6706758883967772,0,1,31,0.19637510789732418,5,0.0485935561269404,0.0374028932762553,-0.5700878413454912,1,1,6
1,7,-1.2015166791844023,0,1,29,2.099931035936894,7,1.847928479188568,1.9243598757923035,-1.4658542579136524,1,2,3
1,7,-0.6114996116242868,0,1,1,2.099931035936894,5,2.1249649298641,2.166968630687224,-1.6661854053889598,1,3,5
